-1	-1	-1	0.000345347	-1.02046
-1	-1	-0.7	0.000857427	-1.00613
-1	-1	-0.4	-0.000255381	-0.741679
-1	-1	-0.1	-0.00074694	-0.212492
-1	-1	0.2	-0.00105297	0.410211
-1	-1	0.5	0.000636566	0.863379
-1	-1	0.8	0.00145632	1.0314
-1	-0.7	-1	3.00117e-05	-1.11118
-1	-0.7	-0.7	-0.000258576	-1.09404
-1	-0.7	-0.4	0.00143078	-0.808026
-1	-0.7	-0.1	0.00158744	-0.229732
-1	-0.7	0.2	0.000134686	0.446352
-1	-0.7	0.5	0.00171986	0.937832
-1	-0.7	0.8	-5.29461e-05	1.12568
-1	-0.4	-1	0.000543071	-1.17369
-1	-0.4	-0.7	-0.000950003	-1.15654
-1	-0.4	-0.4	0.000537583	-0.853927
-1	-0.4	-0.1	0.00116136	-0.242785
-1	-0.4	0.2	0.00214845	0.473218
-1	-0.4	0.5	-3.98829e-05	0.992089
-1	-0.4	0.8	-0.000715446	1.18887
-1	-0.1	-1	0.00173876	-1.20277
-1	-0.1	-0.7	7.50576e-05	-1.18551
-1	-0.1	-0.4	0.00195798	-0.875601
-1	-0.1	-0.1	-0.00064988	-0.249129
-1	-0.1	0.2	-0.00103304	0.484167
-1	-0.1	0.5	-0.00064398	1.01756
-1	-0.1	0.8	0.000294678	1.21861
-1	0.2	-1	0.000407224	-1.19584
-1	0.2	-0.7	0.000130362	-1.17999
-1	0.2	-0.4	0.00124853	-0.871395
-1	0.2	-0.1	0.000394576	-0.247196
-1	0.2	0.2	0.00198425	0.483573
-1	0.2	0.5	-0.000964891	1.01137
-1	0.2	0.8	-0.00076672	1.21205
-1	0.5	-1	0.000604666	-1.15686
-1	0.5	-0.7	-0.000320899	-1.14082
-1	0.5	-0.4	-0.000672601	-0.840649
-1	0.5	-0.1	0.000111479	-0.24083
-1	0.5	0.2	0.000741342	0.465811
-1	0.5	0.5	-0.000254164	0.977436
-1	0.5	0.8	-0.000442771	1.16816
-1	0.8	-1	-3.82155e-05	-1.08456
-1	0.8	-0.7	0.000340291	-1.06536
-1	0.8	-0.4	0.00139758	-0.787568
-1	0.8	-0.1	0.000542944	-0.225894
-1	0.8	0.2	-0.000326761	0.435817
-1	0.8	0.5	0.00118685	0.914633
-1	0.8	0.8	0.000919082	1.09468
-0.7	-1	-1	5.39708e-05	-1.11188
-0.7	-1	-0.7	0.000208959	-1.09517
-0.7	-1	-0.4	-0.000546218	-0.809304
-0.7	-1	-0.1	0.00109551	-0.229931
-0.7	-1	0.2	0.000668098	0.448286
-0.7	-1	0.5	0.000363145	0.938075
-0.7	-1	0.8	0.000431187	1.12421
-0.7	-0.7	-1	0.0014421	-1.2104
-0.7	-0.7	-0.7	-6.71263e-05	-1.19136
-0.7	-0.7	-0.4	5.24477e-05	-0.880944
-0.7	-0.7	-0.1	-7.2546e-05	-0.250999
-0.7	-0.7	0.2	-0.00202159	0.487696
-0.7	-0.7	0.5	-0.000384942	1.02186
