-1	-1	-1	-0.001695	-1.01958
-1	-1	-0.9	-7.94543e-05	-1.03414
-1	-1	-0.8	-0.000468189	-1.03165
-1	-1	-0.7	-0.000229086	-1.00547
-1	-1	-0.6	0.000345908	-0.951108
-1	-1	-0.5	-0.001065	-0.86283
-1	-1	-0.4	-0.000771057	-0.741758
-1	-1	-0.3	0.00182032	-0.589797
-1	-1	-0.2	1.63277e-05	-0.41098
-1	-1	-0.1	-0.000796517	-0.211037
-1	-1	-1.38778e-16	-0.000363277	-0.000800072
-1	-1	0.1	-0.000167937	0.211325
-1	-1	0.2	-0.000354419	0.411284
-1	-1	0.3	0.00122278	0.590006
-1	-1	0.4	0.00129043	0.740555
-1	-1	0.5	-0.000291952	0.861097
-1	-1	0.6	0.0012916	0.950076
-1	-1	0.7	-0.000434117	1.00478
-1	-1	0.8	-0.000227886	1.03175
-1	-1	0.9	-0.000746179	1.0374
-1	-1	1	4.39739e-05	1.01824
-1	-0.9	-1	0.000323979	-1.05301
-1	-0.9	-0.9	-0.000294374	-1.07047
-1	-0.9	-0.8	0.000462569	-1.06527
-1	-0.9	-0.7	0.000118139	-1.03841
-1	-0.9	-0.6	7.80901e-05	-0.980555
-1	-0.9	-0.5	-5.99289e-05	-0.891406
-1	-0.9	-0.4	0.000417633	-0.768043
-1	-0.9	-0.3	0.000284123	-0.607854
-1	-0.9	-0.2	-0.00108247	-0.423513
-1	-0.9	-0.1	-0.000147306	-0.216958
-1	-0.9	-1.38778e-16	-0.00155258	-0.000651485
-1	-0.9	0.1	-0.000740666	0.215129
-1	-0.9	0.2	-0.00171864	0.422551
-1	-0.9	0.3	-8.62705e-05	0.610794
-1	-0.9	0.4	0.000488195	0.767395
-1	-0.9	0.5	-0.000136452	0.889831
-1	-0.9	0.6	-0.000882924	0.980048
-1	-0.9	0.7	-0.000694459	1.03852
-1	-0.9	0.8	0.000436948	1.06694
-1	-0.9	0.9	-0.000941381	1.0707
-1	-0.9	1	-0.00195153	1.05338
-1	-0.8	-1	0.000218852	-1.08253
-1	-0.8	-0.9	0.000449201	-1.0993
-1	-0.8	-0.8	0.00202007	-1.09713
-1	-0.8	-0.7	-0.000238997	-1.06459
-1	-0.8	-0.6	-9.78824e-05	-1.0076
-1	-0.8	-0.5	-0.00141076	-0.91661
-1	-0.8	-0.4	4.16348e-05	-0.78804
-1	-0.8	-0.3	-0.00113339	-0.625905
-1	-0.8	-0.2	-0.000180994	-0.435051
-1	-0.8	-0.1	-0.00206519	-0.224049
